Reference,Gene,Peptide,Measurement,Protein,25%,75%,mRNA,Error,tp8mer,tp7m8,tp7A1,orf8mer,orf7m8,orf7A1,fp8mer,fp7m8,fp7A1
NM_207392,KRTDAP,-,-,-,-,-,0.066 ,0.279 ,0,0,0,0,0,0,0,0,0
NM_030662,MAP2K2,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_033025,SYDE1,-,-,-,-,-,0.104 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_004386,NCAN,-,-,-,-,-,0.072 ,0.215 ,0,0,0,0,0,0,0,0,0
NM_145233,ZNF625,-,-,-,-,-,-0.658 ,0.258 ,0,0,0,4,0,0,0,0,0
NM_001007525,NWD1,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0
NM_032447,FBN3,14,61,0.065 ,-0.052 ,0.124 ,0.138 ,0.206 ,0,0,0,0,3,0,0,0,0
NM_001077426,ZNF586,-,-,-,-,-,-0.075 ,0.205 ,1,3,0,0,3,0,0,0,0
NM_007000,UPK1A,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_012099,CD3EAP,5,13,0.260 ,0.026 ,0.433 ,0.674 ,0.213 ,0,0,0,0,0,0,0,0,0
NM_000979,RPL18,9,49,-0.131 ,-0.189 ,-0.096 ,-,-,0,0,0,0,0,0,0,0,0
NM_001024596,ZNF772,-,-,-,-,-,0.648 ,0.241 ,0,0,0,0,5,0,0,0,0
NM_001039887,C19ORF55,-,-,-,-,-,0.041 ,0.213 ,0,0,0,0,0,0,0,0,0
NM_000285,PEPD,-,-,-,-,-,0.170 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_004542,NDUFA3,-,-,-,-,-,0.090 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_032346,PDCD2L,-,-,-,-,-,0.431 ,0.208 ,0,0,0,0,0,0,0,0,0
NM_139159,DPP9,-,-,-,-,-,-0.143 ,0.209 ,0,0,0,0,0,0,0,0,0
NM_003827,NAPA,-,-,-,-,-,-0.241 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_001002923,IGFL4,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001102651,ZNF554,-,-,-,-,-,-0.007 ,0.206 ,0,0,0,1,2,0,0,0,0
NM_002866,RAB3A,-,-,-,-,-,-0.004 ,0.216 ,0,0,0,0,0,0,0,0,0
NM_032298,SYT3,-,-,-,-,-,-,-,0,1,0,0,0,0,0,0,0
NM_198540,B3GNT8,-,-,-,-,-,0.137 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_015174,KIAA1086,-,-,-,-,-,0.640 ,0.222 ,0,1,0,0,0,0,0,0,0
NM_006149,LGALS4,-,-,-,-,-,0.124 ,0.213 ,0,0,0,0,0,0,0,0,0
NM_012181,FKBP8,-,-,-,-,-,-0.285 ,0.208 ,0,0,0,0,0,0,0,0,0
NM_198445,FLJ45909,-,-,-,-,-,-,-,0,0,1,0,0,0,0,0,0
NM_020812,DOCK6,-,-,-,-,-,-0.449 ,0.209 ,0,0,0,0,0,0,0,0,0
NM_004491,GRLF1,-,-,-,-,-,-0.183 ,0.205 ,0,1,0,0,0,1,0,0,0
NM_005184,CALM3,-,-,-,-,-,-0.533 ,0.210 ,0,0,0,0,0,0,0,0,0
NM_138392,SHKBP1,-,-,-,-,-,-,-,0,0,0,0,1,0,0,0,0
NM_000455,STK11,-,-,-,-,-,0.017 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_020209,SHD,-,-,-,-,-,0.144 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_213568,SLC39A3,-,-,-,-,-,-0.236 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_007059,KPTN,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_020378,NAT14,-,-,-,-,-,-0.580 ,0.211 ,0,0,0,0,0,0,0,0,0
NM_144685,HIPK4,-,-,-,-,-,0.085 ,0.332 ,0,0,0,0,0,0,0,0,0
NM_017908,ZNF446,-,-,-,-,-,-0.017 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_014884,SFRS14,1,2,0.293 ,0.204 ,0.381 ,-0.285 ,0.206 ,0,1,0,0,0,0,0,0,0
NM_017721,CC2D1A,-,-,-,-,-,-0.009 ,0.219 ,0,0,0,0,0,0,0,0,0
NM_138358,C19ORF52,-,-,-,-,-,0.182 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_024898,DENND1C,-,-,-,-,-,0.258 ,0.210 ,0,0,0,0,0,0,0,0,0
NM_001037232,DKFZP779O175,-,-,-,-,-,0.000 ,2.065 ,0,0,0,6,2,2,0,0,0
NM_019107,C19ORF10,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_005934,MLLT1,2,2,-0.727 ,-1.260 ,-0.195 ,0.201 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_000156,GAMT,-,-,-,-,-,-0.090 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_030785,RSHL1,-,-,-,-,-,0.032 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_004145,MYO9B,-,-,-,-,-,0.171 ,0.205 ,0,1,0,0,0,0,0,0,0
NM_013359,ZNF221,-,-,-,-,-,-1.064 ,0.739 ,0,0,0,1,0,0,0,0,0
NM_152354,ZNF285A,-,-,-,-,-,0.131 ,0.226 ,0,0,0,0,1,1,0,0,0
NM_024333,FSD1,-,-,-,-,-,-0.327 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_019088,PAF1,8,21,0.106 ,0.033 ,0.279 ,-0.233 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_006012,CLPP,-,-,-,-,-,-0.259 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_002975,CLEC11A,-,-,-,-,-,0.257 ,0.212 ,0,0,0,0,0,0,0,0,0
NM_002333,LRP3,-,-,-,-,-,0.031 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_001001411,ZNF676,-,-,-,-,-,-0.007 ,0.741 ,0,0,0,0,0,0,0,0,0
NM_002911,UPF1,10,19,-0.447 ,-0.634 ,-0.238 ,0.413 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_006865,LILRA3,-,-,-,-,-,0.193 ,0.245 ,0,0,0,0,0,0,0,0,0
NM_003180,SYT5,-,-,-,-,-,0.271 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_001083961,WDR62,-,-,-,-,-,0.031 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_153447,NLRP5,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_198539,ZNF568,-,-,-,-,-,-0.994 ,1.295 ,0,0,0,5,6,1,0,0,0
NM_022904,FLJ21438,-,-,-,-,-,1.044 ,0.237 ,0,0,0,0,0,0,0,0,0
NM_213598,ZNF543,-,-,-,-,-,-0.031 ,0.207 ,0,0,0,0,3,0,0,0,0
NM_052848,CCDC97,-,-,-,-,-,0.063 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_012292,HMHA1,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_014453,CHMP2A,-,-,-,-,-,-0.292 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_001031749,LYPD5,-,-,-,-,-,-0.528 ,0.306 ,0,1,0,0,0,0,0,0,0
NM_181986,LILRA5,-,-,-,-,-,0.110 ,0.328 ,0,0,0,0,0,0,0,0,0
NM_014686,KIAA0355,-,-,-,-,-,0.052 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_013342,TFPT,-,-,-,-,-,0.014 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_020637,FGF22,-,-,-,-,-,0.000 ,2.063 ,0,0,0,0,0,0,0,0,0
NM_001099737,MORG1,-,-,-,-,-,-0.017 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_153221,CILP2,-,-,-,-,-,0.068 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_031896,CACNG7,-,-,-,-,-,0.042 ,0.213 ,0,0,0,0,0,0,0,0,0
NM_003950,F2RL3,-,-,-,-,-,0.092 ,0.230 ,0,0,0,0,0,0,0,0,0
NM_002002,FCER2,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_031886,KCNA7,-,-,-,-,-,0.339 ,0.316 ,0,0,0,0,0,0,0,0,0
NM_001098612,SIGLEC14,-,-,-,-,-,-,-,0,0,1,0,0,0,0,0,0
NM_016145,C19ORF56,-,-,-,-,-,-0.102 ,0.204 ,0,0,0,0,0,1,0,0,0
NM_015015,JMJD2B,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_006830,UQCR,-,-,-,-,-,-0.230 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_001097638,FUT2,-,-,-,-,-,0.182 ,0.213 ,0,0,0,0,0,0,0,0,0
NM_054113,CIB3,-,-,-,-,-,-0.262 ,0.215 ,0,0,0,0,0,0,0,0,0
NM_005490,SH2D3A,-,-,-,-,-,0.195 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_000164,GIPR,-,-,-,-,-,0.105 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_030957,ADAMTS10,-,-,-,-,-,-0.386 ,0.242 ,0,0,0,0,0,0,0,0,0
NM_003926,MBD3,8,25,0.167 ,0.044 ,0.268 ,-0.520 ,0.212 ,0,0,0,0,0,0,0,0,0
NM_014400,LYPD3,-,-,-,-,-,0.307 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_001459,FLT3LG,-,-,-,-,-,-0.238 ,0.242 ,0,0,0,0,0,0,0,0,0
NM_001974,EMR1,-,-,-,-,-,-,-,0,0,0,0,2,1,0,0,0
NM_006387,CHERP,8,22,-0.155 ,-0.387 ,0.084 ,0.403 ,0.207 ,0,0,1,0,0,0,0,0,0
NM_175063,C19ORF63,-,-,-,-,-,-0.071 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_152356,ZNF491,-,-,-,-,-,0.458 ,0.217 ,0,0,1,5,0,0,0,0,0
NM_182577,C19ORF19,-,-,-,-,-,0.307 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_031941,USHBP1,-,-,-,-,-,0.261 ,0.335 ,0,0,0,0,0,0,0,0,0
NM_145245,EVI5L,-,-,-,-,-,0.082 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_001001563,TIMM50,-,-,-,-,-,0.095 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_199180,KIRREL2,-,-,-,-,-,-0.567 ,1.555 ,0,0,0,0,1,0,0,0,0
NM_020175,DUS3L,-,-,-,-,-,0.074 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_152769,C19ORF26,-,-,-,-,-,0.264 ,0.212 ,0,0,0,0,0,0,0,0,0
NM_007065,CDC37,-,-,-,-,-,-0.217 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_001013257,BCAM,-,-,-,-,-,-,-,0,0,0,0,1,0,0,0,0
NM_138563,KLK15,-,-,-,-,-,-0.195 ,0.242 ,0,0,0,0,0,0,0,0,0
NM_020196,XAB2,14,24,-0.170 ,-0.259 ,-0.047 ,-0.073 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_016263,FZR1,-,-,-,-,-,-0.193 ,0.209 ,0,0,1,0,0,0,0,0,0
NM_024038,C19ORF43,4,7,-0.193 ,-0.216 ,-0.009 ,-0.040 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_000234,LIG1,-,-,-,-,-,-0.273 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_017854,TMEM160,-,-,-,-,-,-0.151 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_153001,PSMC4,5,11,0.620 ,0.536 ,0.706 ,-0.057 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_004829,NCR1,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_198541,IGFL1,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_002162,ICAM3,-,-,-,-,-,0.250 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_000215,JAK3,-,-,-,-,-,0.358 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_001105570,NUDT19,-,-,-,-,-,0.042 ,0.204 ,1,0,0,0,0,0,0,0,0
NM_007056,SFRS16,-,-,-,-,-,-0.026 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_019113,FGF21,-,-,-,-,-,-0.087 ,0.242 ,0,0,0,0,0,0,0,0,0
NM_181846,ZSCAN22,-,-,-,-,-,0.532 ,0.210 ,0,1,1,0,0,0,0,0,0
NM_017797,BTBD2,-,-,-,-,-,-0.141 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_001281,TBCB,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_014347,ZNF324,-,-,-,-,-,0.194 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_024100,WDR18,15,54,-0.103 ,-0.182 ,0.022 ,-0.112 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_033258,GNG8,-,-,-,-,-,0.152 ,0.231 ,0,0,0,0,0,0,0,0,0
NM_014256,B3GNT3,-,-,-,-,-,0.145 ,0.220 ,0,0,0,0,0,0,0,0,0
NM_024106,ZNF426,-,-,-,-,-,-1.291 ,0.236 ,0,0,0,3,1,0,0,0,0
NM_016573,GMIP,-,-,-,-,-,-0.275 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_198477,CXCL17,-,-,-,-,-,0.434 ,0.228 ,0,0,0,0,0,0,0,0,0
NM_001015,RPS11,9,32,-0.104 ,-0.158 ,-0.054 ,-,-,0,0,0,0,0,0,0,0,0
NM_173804,TMEM86B,-,-,-,-,-,0.261 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_001190,BCAT2,-,-,-,-,-,-0.046 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_001020,RPS16,11,65,-0.058 ,-0.151 ,-0.026 ,0.224 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_004146,NDUFB7,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_138690,GRIN3B,-,-,-,-,-,0.022 ,0.281 ,0,0,0,0,0,0,0,0,0
NM_000713,BLVRB,-,-,-,-,-,-0.176 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_024327,ZNF576,-,-,-,-,-,-0.167 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_018467,USE1,-,-,-,-,-,-0.119 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_173482,CCDC105,-,-,-,-,-,0.599 ,1.811 ,0,0,0,0,0,0,0,0,0
NM_002516,NOVA2,-,-,-,-,-,0.010 ,0.211 ,0,0,0,0,0,0,0,0,0
NM_174918,C19ORF59,-,-,-,-,-,0.360 ,0.214 ,0,1,0,0,0,0,0,0,0
NM_032635,TMEM147,-,-,-,-,-,0.268 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_138401,FAM125A,-,-,-,-,-,-0.277 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_022377,ICAM4,-,-,-,-,-,0.189 ,0.215 ,0,0,0,0,0,0,0,0,0
NM_033068,ACPT,-,-,-,-,-,0.179 ,0.208 ,0,0,0,0,0,0,0,0,0
NM_022142,ELSPBP1,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_006631,ZNF266,-,-,-,-,-,-0.912 ,0.221 ,2,0,0,3,1,0,0,0,0
NM_000363,TNNI3,-,-,-,-,-,0.166 ,0.222 ,0,0,0,0,0,0,0,0,0
NM_003765,STX10,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_152784,TMEM146,-,-,-,-,-,0.281 ,0.379 ,0,0,0,0,0,0,0,0,0
NM_005762,TRIM28,28,123,-0.189 ,-0.254 ,-0.092 ,-0.113 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_001080457,LRRC4B,-,-,-,-,-,-0.021 ,0.308 ,0,0,0,0,0,0,0,0,0
NM_052972,LRG1,-,-,-,-,-,0.426 ,0.209 ,0,0,0,0,0,0,0,0,0
NM_014975,MAST1,-,-,-,-,-,0.151 ,0.208 ,0,0,0,0,0,0,0,0,0
NM_020309,SLC17A7,-,-,-,-,-,0.376 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_013376,SERTAD1,-,-,-,-,-,0.155 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_001425,EMP3,2,2,-0.397 ,-0.413 ,-0.381 ,-0.100 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_015168,ZC3H4,2,2,-0.145 ,-0.372 ,0.081 ,0.017 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_198534,C19ORF45,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_080600,MAG,-,-,-,-,-,0.771 ,0.218 ,0,0,0,0,0,0,0,0,0
NM_000704,ATP4A,-,-,-,-,-,-0.583 ,0.357 ,0,0,0,0,0,0,0,0,0
NM_138774,C19ORF22,-,-,-,-,-,-0.202 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_133444,ZNF526,-,-,-,-,-,0.192 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_145295,ZNF627,-,-,-,-,-,-0.905 ,0.222 ,0,0,0,2,0,1,0,0,0
NM_017708,FAM83E,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_004324,BAX,-,-,-,-,-,0.277 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_004516,ILF3,1,2,-0.351 ,-0.917 ,0.215 ,-0.339 ,0.206 ,0,0,1,0,0,0,0,0,0
NM_006563,KLF1,-,-,-,-,-,0.421 ,0.263 ,0,0,0,0,0,0,0,0,0
NM_005581,BCAM,-,-,-,-,-,0.061 ,0.204 ,0,0,0,0,1,0,0,0,0
NM_005317,GZMM,-,-,-,-,-,0.204 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_017729,EPS8L1,-,-,-,-,-,-0.250 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_138813,ATP8B3,-,-,-,-,-,-0.176 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_031451,TEX101,-,-,-,-,-,0.038 ,0.210 ,0,0,0,0,0,0,0,1,0
NM_021102,SPINT2,-,-,-,-,-,-0.127 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_001110822,TDRD12,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001101391,LOC645191,-,-,-,-,-,0.434 ,0.208 ,0,0,0,0,0,0,0,0,0
NM_138347,ZNF551,-,-,-,-,-,-1.151 ,1.022 ,0,0,0,3,8,0,0,0,0
NM_018083,ZNF358,-,-,-,-,-,-0.449 ,0.209 ,0,0,0,0,0,0,0,0,0
NM_001687,ATP5D,2,4,0.232 ,0.120 ,0.298 ,-0.185 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_003259,ICAM5,-,-,-,-,-,-0.216 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_130786,A1BG,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_013301,CCDC106,-,-,-,-,-,0.024 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_144693,ZNF558,-,-,-,-,-,-1.731 ,0.259 ,0,1,1,5,1,0,0,0,0
NM_023072,ZSWIM4,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_017914,C19ORF24,-,-,-,-,-,-0.041 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_001060,TBXA2R,-,-,-,-,-,-0.883 ,0.219 ,0,1,0,0,0,0,0,0,0
NM_024881,SLC35E1,-,-,-,-,-,-0.139 ,0.205 ,1,0,0,0,0,0,0,0,0
NM_001005738,FPRL1,-,-,-,-,-,0.657 ,0.224 ,0,1,0,0,0,0,0,0,0
NM_006959,ZNF17,-,-,-,-,-,-0.343 ,0.208 ,0,0,1,0,11,0,0,0,0
NM_133261,GIPC3,-,-,-,-,-,0.013 ,0.321 ,0,0,0,0,0,0,0,0,0
NM_021632,ZNF350,-,-,-,-,-,0.098 ,0.204 ,0,0,0,1,7,0,0,0,0
NM_152357,ZNF440,-,-,-,-,-,-0.873 ,1.341 ,5,0,0,4,0,0,0,0,0
NM_079421,CDKN2D,-,-,-,-,-,-0.312 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_152658,THAP8,-,-,-,-,-,-0.082 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_030760,EDG8,-,-,-,-,-,-0.450 ,0.219 ,0,0,0,0,0,0,0,0,0
NM_001001524,TM6SF2,-,-,-,-,-,-0.042 ,0.220 ,0,0,0,0,0,0,0,0,0
NM_015925,LSR,-,-,-,-,-,-0.376 ,0.208 ,0,0,0,0,0,0,0,0,0
NM_001114171,FOSB,-,-,-,-,-,0.709 ,0.218 ,0,0,0,0,0,0,0,0,0
NM_172231,SF4,2,2,0.202 ,0.116 ,0.289 ,-0.209 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_032838,ZNF566,-,-,-,-,-,-0.135 ,0.243 ,0,1,0,5,0,2,0,0,0
NM_001037813,ZNF284,-,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0
NM_024029,YIPF2,-,-,-,-,-,0.033 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_001646,APOC4,-,-,-,-,-,0.008 ,0.229 ,0,0,0,0,0,0,0,0,0
NM_006210,PEG3,-,-,-,-,-,-0.030 ,0.378 ,0,0,0,1,5,2,0,0,0
NM_176811,NLRP8,-,-,-,-,-,0.428 ,0.257 ,1,0,0,0,1,0,0,0,0
NM_005428,VAV1,-,-,-,-,-,-0.175 ,0.283 ,0,0,0,0,0,0,0,0,0
NM_006087,TUBB4,2,3,-0.636 ,-0.638 ,-0.424 ,-0.543 ,0.210 ,0,0,0,0,0,0,0,0,0
NM_058164,OLFM2,-,-,-,-,-,0.244 ,0.209 ,0,0,0,0,0,0,0,0,0
NM_207390,FLJ45910,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001030047,KLK3,-,-,-,-,-,0.526 ,0.689 ,0,0,0,0,0,0,0,0,0
NM_005046,KLK7,-,-,-,-,-,-0.114 ,0.329 ,0,1,0,0,0,0,0,0,0
NM_024075,TSEN34,-,-,-,-,-,-0.288 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_032683,FKSG24,-,-,-,-,-,0.083 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_000064,C3,-,-,-,-,-,-0.278 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_133328,DEDD2,-,-,-,-,-,-0.034 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_004533,MYBPC2,-,-,-,-,-,0.231 ,0.214 ,0,0,0,0,0,0,0,0,0
NM_001114598,LOC554235,-,-,-,-,-,-0.055 ,0.212 ,0,0,0,0,0,0,0,0,0
NM_172251,MRPL54,-,-,-,-,-,-0.147 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_014501,UBE2S,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_198532,C19ORF35,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_002501,NFIX,3,22,-0.189 ,-0.271 ,-0.118 ,-0.133 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_001319,CSNK1G2,-,-,-,-,-,-0.389 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_014898,ZFP30,-,-,-,-,-,-0.006 ,1.820 ,0,1,0,7,0,1,0,0,0
NM_001009,RPS5,13,41,-0.035 ,-0.127 ,0.006 ,-,-,0,0,0,0,0,0,0,0,0
NM_018687,LOC55908,-,-,-,-,-,-0.012 ,0.259 ,0,0,0,0,0,0,0,0,0
NM_033106,GALP,-,-,-,-,-,-0.169 ,0.686 ,0,0,0,0,0,0,0,0,0
NM_017636,TRPM4,-,-,-,-,-,-0.597 ,0.257 ,0,0,0,0,0,0,0,0,0
NM_015710,GLTSCR2,5,7,-0.028 ,-0.235 ,0.273 ,-0.310 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_001005192,OR7G1,-,-,-,-,-,-,-,0,0,0,0,1,0,0,0,0
NM_214676,CLEC4M,-,-,-,-,-,0.169 ,0.250 ,0,0,0,0,0,0,0,0,0
NM_178526,SLC25A42,-,-,-,-,-,0.093 ,0.208 ,0,0,0,0,0,0,0,0,0
NM_024069,C19ORF50,-,-,-,-,-,-0.243 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_003167,SULT2A1,-,-,-,-,-,0.031 ,0.236 ,0,0,0,0,0,0,0,0,0
NM_021733,TSKS,-,-,-,-,-,0.197 ,0.321 ,0,0,0,0,0,0,0,0,0
NM_001010851,ZNF766,-,-,-,-,-,-0.368 ,0.211 ,0,0,0,1,2,1,0,0,0
NM_003830,SIGLEC5,-,-,-,-,-,0.038 ,0.218 ,0,0,0,0,0,0,0,0,0
NM_005071,SLC1A6,-,-,-,-,-,-0.184 ,0.516 ,0,0,0,0,0,0,0,0,0
NM_020956,PRX,-,-,-,-,-,-0.079 ,0.276 ,0,0,0,0,0,0,0,0,0
NM_015965,NDUFA13,-,-,-,-,-,-0.214 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_001114093,LSM14A,-,-,-,-,-,0.358 ,0.207 ,0,0,1,0,0,0,0,0,0
NM_181845,ZNF283,-,-,-,-,-,-1.530 ,0.250 ,1,0,0,9,0,0,0,1,0
NM_003435,ZNF134,-,-,-,-,-,0.608 ,0.212 ,0,0,0,0,3,0,0,0,0
NM_001040425,U2AF1L4,-,-,-,-,-,-,-,0,0,0,0,1,1,0,0,0
NM_018154,ASF1B,-,-,-,-,-,-0.141 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_004819,SYMPK,28,75,0.039 ,-0.075 ,0.122 ,-0.191 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_005804,DDX39,15,85,0.086 ,-0.003 ,0.150 ,-0.190 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_001081443,LILRB5,-,-,-,-,-,-0.244 ,1.682 ,0,0,0,0,0,0,0,0,0
NM_012321,LSM4,6,23,0.324 ,0.189 ,0.421 ,-,-,0,0,0,0,0,0,0,0,0
NM_005035,POLRMT,-,-,-,-,-,-0.091 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_025194,ITPKC,-,-,-,-,-,0.342 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_001728,BSG,1,2,-0.630 ,-0.775 ,-0.485 ,-0.017 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_002777,PRTN3,-,-,-,-,-,0.102 ,0.223 ,0,0,0,0,0,0,0,0,0
NM_033362,MRPS12,-,-,-,-,-,-0.210 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_194460,RNF126,-,-,-,-,-,0.173 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_015719,COL5A3,-,-,-,-,-,0.111 ,0.235 ,0,0,0,0,1,0,0,0,0
NM_198479,TPRX1,-,-,-,-,-,-0.012 ,0.210 ,1,1,0,0,0,0,0,0,0
NM_004359,CDC34,-,-,-,-,-,0.083 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_015596,KLK13,-,-,-,-,-,-0.445 ,0.497 ,0,1,0,0,0,0,0,0,0
NM_001961,EEF2,8,10,0.245 ,0.128 ,0.379 ,-0.374 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_030824,ZNF442,-,-,-,-,-,-0.130 ,0.711 ,0,0,0,5,1,0,0,0,0
NM_134444,NLRP4,-,-,-,-,-,0.169 ,0.222 ,0,0,0,1,0,0,0,0,0
NM_001040283,DMRTC2,-,-,-,-,-,1.198 ,0.967 ,0,0,0,0,0,0,0,0,0
NM_052850,GADD45GIP1,-,-,-,-,-,-0.225 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_080732,EGLN2,-,-,-,-,-,-0.142 ,0.204 ,0,0,0,0,0,0,0,0,0
