Reference,Gene,Peptide,Protein,miR-17/20a_6mer,miR-17/20a_7mer-A1,miR-17/20a_7mer-m8,miR-17/20a_8mer,miR-18a_6mer,miR-18a_7mer-A1,miR-18a_7mer-m8,miR-18a_8mer,miR-19a/b_6mer,miR-19a/b_7mer-A1,miR-19a/b_7mer-m8,miR-19a/b_8mer,miR-92a_6mer,miR-92a_7mer-A1,miR-92a_7mer-m8,miR-92a_8mer
NM_002696,POLR2G,3,0.186991906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020319,ANKMY2,7,0.187098868,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NM_005964,MYH10,17,0.187259009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_001064,TKT,40,0.187337494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005206,CRK,3,0.187382787,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_005607,PTK2,4,0.187633462,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_003096,SNRPG,3,0.187744588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017916,PIH1D1,2,0.187850112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017671,FERMT1,4,0.188056205,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NM_006015,ARID1A,16,0.188158014,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
NM_016338,IPO11,2,0.188390481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_016401,C11ORF73,2,0.188586514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003372,VBP1,7,0.188666484,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
NM_001235,SERPINH1,16,0.190188538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001985,ETFB,4,0.191000171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004990,MARS,7,0.191066689,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006362,NXF1,4,0.191559519,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002788,PSMA3,10,0.191691282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001415,EIF2S3,2,0.19174245,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_198889,ANKRD17,8,0.191841223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_021199,SQRDL,4,0.191893836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002796,PSMB4,10,0.192296455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017668,NDE1,3,0.192476999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_199487,UQCC,4,0.192686657,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
NM_006706,TCERG1,2,0.192706482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_021100,NFS1,5,0.19336941,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
NM_006313,USP15,11,0.193774522,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_153332,THEX1,3,0.193788203,2,0,1,0,2,1,1,1,1,1,1,1,1,0,0,0
NM_001040457,RHBDD2,2,0.193921291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000126,ETFA,8,0.194425018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001155,ANXA6,18,0.194508842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_198040,PHC2,2,0.194642458,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NM_001686,ATP5B,96,0.194948828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001948,DUT,2,0.195008911,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
NM_006445,PRPF8,17,0.195453377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006514,SCN10A,2,0.195665878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015913,TXNDC12,2,0.196014491,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
NM_015317,PUM2,3,0.196035786,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
NM_005482,PIGK,3,0.19606102,2,2,0,0,1,0,0,0,1,0,1,0,2,0,1,0
NM_003971,SPAG9,10,0.196804135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020744,MTA3,3,0.197257156,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_001020658,PUM1,18,0.197794795,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
NM_152740,HIBADH,18,0.198030865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_194278,C14ORF43,2,0.198162693,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
NM_017549,EPDR1,4,0.198262516,2,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
NM_001024843,TNRC6B,5,0.198427787,8,2,3,1,5,0,2,0,7,3,4,2,4,1,0,0
NM_003718,CDC2L5,2,0.198713184,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
NM_001099223,IFT74,6,0.198808562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099224,IFT74,6,0.198808562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014014,ASCC3L1,33,0.199116381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003051,SLC16A1,2,0.199424219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002911,UPF1,9,0.199622316,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_001009183,SIP1,2,0.200103395,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NM_006729,DIAPH2,7,0.200967326,3,0,0,0,4,0,0,0,2,1,0,0,2,0,1,0
NM_007309,DIAPH2,7,0.200967326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001015038,PAGE2B,4,0.201062505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004300,ACP1,3,0.201094318,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
NM_001040649,ACP1,3,0.201094318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_022037,TIA1,3,0.201150095,1,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0
NM_000098,CPT2,15,0.201260741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_022453,RNF25,3,0.201299559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003100,SNX2,9,0.201658453,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
NM_213662,STAT3,12,0.202173171,3,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0
NM_017488,ADD2,4,0.20221379,1,0,0,0,2,0,1,0,2,0,0,0,2,1,0,0
NM_017482,ADD2,4,0.20221379,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NM_023015,INTS3,3,0.202254027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004586,RPS6KA3,5,0.202851152,5,1,1,0,1,0,1,0,2,0,0,0,1,0,0,0
NM_004782,SNAP29,3,0.202851747,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
NM_001001937,ATP5A1,47,0.203034457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001035513,SDHC,3,0.203226709,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_031492,RBM4B,5,0.20331949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015341,NCAPH,2,0.203328977,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
NM_002637,PHKA1,10,0.203425324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_005713,COL4A3BP,2,0.203502299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003258,TK1,2,0.203794088,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
NM_003591,CUL2,7,0.20455991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_021826,FASTKD5,10,0.20480027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020954,KIAA1618,12,0.204865655,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
NM_032380,GFM2,8,0.205032516,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_170681,GFM2,8,0.205032516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018078,LARP2,2,0.206260552,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
NM_032239,LARP2,2,0.206260552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_178043,LARP2,2,0.206260552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014945,ABLIM3,2,0.206653305,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0
NM_004759,MAPKAPK2,2,0.206663804,1,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0
NM_006370,VTI1B,4,0.206792115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_080414,VPS16,7,0.206958821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_152268,PARS2,3,0.207430534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003093,SNRPC,2,0.207670679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018997,MRPS21,5,0.20775446,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_145255,MRPL10,2,0.208094878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001958,EEF1A2,7,0.208738662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_016002,SCCPDH,2,0.209119595,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_004738,VAPB,2,0.209300199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_001007098,SCP2,18,0.209319944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001007250,SCP2,18,0.209319944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003124,SPR,6,0.209708778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_012458,TIMM13,9,0.209767553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018989,RBM27,6,0.209801546,1,0,0,0,2,1,0,0,0,0,0,0,2,2,0,0
NM_080794,MRPL39,5,0.210032495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002794,PSMB2,8,0.210302449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003076,SMARCD1,2,0.21036769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020395,INTS12,3,0.210415889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_021079,NMT1,3,0.210483414,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
NM_016095,GINS2,2,0.210881755,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015342,PPWD1,4,0.211470592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_172230,SYVN1,5,0.211605225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_152991,EED,4,0.211703081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001025596,CUGBP1,13,0.211724095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_003926,MBD3,3,0.212009757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_032325,EIF1AD,2,0.212021539,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_020313,CIAPIN1,8,0.212023573,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020699,GATAD2B,4,0.212573451,2,0,1,0,2,1,0,0,2,1,2,1,2,1,2,1
NM_000617,SLC11A2,2,0.213246144,2,1,0,0,0,0,0,0,2,2,0,0,3,2,1,1
NM_006379,SEMA3C,6,0.213723544,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
NM_006572,GNA13,9,0.214148913,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
BX647930.1,GNA13,9,0.214148913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017647,FTSJ3,5,0.214560985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024814,CBLL1,2,0.214582654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006321,ARIH2,2,0.214769002,1,0,0,0,1,0,0,0,2,2,2,2,1,0,1,0
NM_139312,YME1L1,4,0.215557461,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006540,NCOA2,2,0.215610265,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
NM_006340,BAIAP2,7,0.215867299,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_017450,BAIAP2,7,0.215867299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017451,BAIAP2,7,0.215867299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_019027,RBM47,12,0.215938758,0,0,0,0,1,0,0,0,0,0,0,0,4,1,3,1
NM_152295,TARS,19,0.216103005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_001521,GTF3C2,2,0.21624651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006726,LRBA,21,0.216406614,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_001042369,TROVE2,20,0.216471897,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NM_004600,TROVE2,20,0.216471897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018396,METTL2B,4,0.216548738,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017544,NKRF,2,0.216582699,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_024996,GFM1,9,0.216588758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003567,BCAR3,2,0.21664313,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
NM_017946,FKBP14,2,0.216762708,3,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0
NM_182922,HEATR3,4,0.216912809,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NM_018703,RBBP6,2,0.217376667,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
NM_032626,RBBP6,2,0.217376667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_007051,FAF1,2,0.217516124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006877,GMPR,2,0.218773801,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
NM_018174,MAP1S,2,0.218800663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002567,PEBP1,5,0.219249933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001607,ACAA1,4,0.220369996,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NM_020705,TBC1D24,2,0.22090673,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0
NM_002601,PDE6D,3,0.221366615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_133368,RSPRY1,2,0.221789139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001412,EIF1AX,2,0.222147526,2,0,0,0,0,0,0,0,1,1,1,1,4,1,0,0
NM_001744,CAMK4,3,0.22279001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_138432,SDSL,9,0.223067055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_016310,POLR3K,3,0.223128166,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001728,BSG,9,0.223484945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_181575,AUP1,3,0.224475506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_032795,RPUSD4,2,0.224812058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015483,KBTBD2,3,0.22539394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020971,SPTBN4,7,0.225448462,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_025213,SPTBN4,7,0.225448462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004539,NARS,8,0.225526619,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020449,THOC2,3,0.225636895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005871,SMNDC1,2,0.225674215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002356,MARCKS,12,0.225792389,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NM_003029,SHC1,12,0.226312034,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
NM_005033,EXOSC9,3,0.227005191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001361,DHODH,3,0.227340167,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_005057,RBBP5,2,0.22753876,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006621,AHCYL1,11,0.227941315,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
NM_018151,RIF1,2,0.228659164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001358,DHX15,21,0.228792674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005531,IFI16,7,0.229305707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003794,SNX4,3,0.230023806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_203456,PPIE,5,0.230286392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006112,PPIE,5,0.230286392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_012339,TSPAN15,2,0.2304938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000183,HADHB,22,0.230596917,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NM_025149,ACSF2,7,0.2306748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_172070,UBR3,5,0.231059367,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_152649,MLKL,2,0.232009862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_012086,GTF3C3,6,0.232050875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_145918,CTSL1,3,0.232124564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002691,POLD1,3,0.232167759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018082,POLR3B,4,0.23241287,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_002491,NDUFB3,2,0.232431409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_021194,SLC30A1,2,0.232512905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_013393,FTSJ2,2,0.23302439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_012199,EIF2C1,2,0.233537772,3,1,2,0,2,2,0,0,2,0,1,0,1,0,0,0
NM_015641,TES,32,0.234062587,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
NM_001001331,ATP2B2,15,0.234334708,3,0,1,0,5,0,0,0,6,4,2,1,0,0,0,0
NM_021949,ATP2B3,15,0.234334708,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0
NM_198047,HIBCH,6,0.234346965,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_032632,PAPOLA,2,0.234525509,1,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0
NM_001398,ECH1,15,0.235387404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_007100,ATP5I,6,0.235387621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006809,TOMM34,3,0.236061914,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0
NM_017947,MOCOS,2,0.236896669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_170721,MSI2,5,0.237737551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_138962,MSI2,5,0.237737551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_016520,C9ORF78,2,0.238114789,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
AK097577.1,C9ORF78,2,0.238114789,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018192,LEPREL1,2,0.238904545,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_013241,FHOD1,14,0.239239443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006281,STK3,5,0.240549913,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
NM_015295,SMCHD1,2,0.241259347,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
NM_024561,NARG1L,5,0.241455588,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_018527,NARG1L,5,0.241455588,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_199229,RPE,6,0.242068891,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0
NM_016040,TMED5,3,0.242241512,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
NM_172079,CAMK2B,3,0.243296845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_181453,GCC2,12,0.243530871,2,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
NM_001033,RRM1,2,0.243777714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015330,SPECC1L,11,0.24390806,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_001018676,FNTA,3,0.244348969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004840,ARHGEF6,3,0.244749813,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_001640,APEH,6,0.244750638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003021,SGTA,16,0.244777023,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_006724,MAP3K4,2,0.244826057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_021825,CCDC90B,2,0.244951989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_078468,BCCIP,3,0.245333457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_016567,BCCIP,3,0.245333457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_078469,BCCIP,3,0.245333457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005759,ABI2,3,0.245944189,6,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0
NM_199190,LARP4,7,0.246195916,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
NM_003000,SDHB,15,0.24647132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_012267,HSPBP1,4,0.246607785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005956,MTHFD1,9,0.246958058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_213651,SLC25A24,4,0.247178006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005788,PRMT3,2,0.247672449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003365,UQCRC1,6,0.248105991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006212,PFKFB2,5,0.248350159,5,0,2,0,3,3,0,0,0,0,0,0,1,1,0,0
NM_001018053,PFKFB2,5,0.248350159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_022098,XPNPEP3,7,0.248599993,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
BC001208.1,XPNPEP3,7,0.248599993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_032025,EIF2A,2,0.248882533,1,0,0,0,3,1,2,0,2,0,0,0,1,0,0,0
NM_017909,RMND1,2,0.249075051,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001001734,ATP1A4,7,0.249613967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_032124,HDHD2,4,0.249835973,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
NM_005168,RND3,3,0.251049905,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_005358,LMO7,3,0.251460161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015360,SKIV2L2,17,0.251643409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_012470,TNPO3,2,0.251970787,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_006923,SDF2,2,0.252194999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_145245,EVI5L,2,0.252304635,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
NM_057175,NARG1,9,0.252784732,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
NM_022776,OSBPL11,2,0.252828405,1,0,0,0,1,0,0,0,2,1,1,1,0,0,0,0
NM_145341,PDCD4,10,0.252907887,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015458,MTMR9,2,0.253802988,6,0,2,0,2,0,0,0,4,1,0,0,1,1,1,1
NM_015154,MESDC2,6,0.254019192,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
NM_177966,PDE12,7,0.254337076,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NM_001080825,TMEM120B,2,0.254446349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_025204,TRABD,2,0.254907631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002713,PPP1R8,3,0.255356695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006816,LMAN2,2,0.255531449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004117,FKBP5,13,0.255820852,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
NM_021249,SNX6,5,0.25588327,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
NM_005872,BCAS2,4,0.255944019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000702,ATP1A2,9,0.256296665,3,1,2,1,1,0,0,0,2,1,1,1,1,0,0,0
NM_002074,GNB1,3,0.256478274,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
NM_005782,THOC4,14,0.256513029,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_005443,PAPSS1,8,0.256723695,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_177422,EIF2C3,3,0.256804964,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
NM_016047,SF3B14,3,0.257167293,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_001539,DNAJA1,14,0.258132338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001077239,RNF214,3,0.258289353,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_015542,UPF2,7,0.259667357,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_001676,ATP12A,2,0.260074309,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
NM_000704,ATP4A,2,0.260074309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
